PERSONID,PRDTIND1,PRDTOCC1,PRTAGE,PEMARITL,PESEX,PEEDUCA,PTDTRACE,PRFTLF,GTCBSA,PEHRUSL1,PEHRUSLT
94801,49,17,38,1,2,43,1,1,35620,40,40
94803,22,16,68,1,1,39,1,1,35620,40,40
94804,4,17,17,6,1,37,6,2,35620,25,25
94805,36,7,54,1,2,39,1,1,35620,40,40
94806,36,2,56,1,1,42,2,1,35620,36,36
94807,4,17,17,6,1,37,6,2,35620,25,25
94808,4,1,46,1,1,39,2,1,35620,-4,-4
94809,42,10,44,1,2,44,2,1,35620,40,40
94815,22,16,50,1,1,39,4,1,35620,40,40
94823,49,1,25,6,2,44,1,1,35620,40,40
94825,42,17,58,4,2,39,1,1,35620,40,40
94837,22,16,23,6,2,39,1,2,35620,20,20
94840,4,19,36,1,1,44,1,1,35620,40,40
94841,22,2,33,1,2,43,1,1,35620,40,40
94849,43,2,52,1,1,44,2,1,35620,35,35
94850,46,16,43,1,2,43,2,2,35620,20,20
94856,40,8,42,1,1,40,2,1,35620,40,40
94857,40,1,41,1,2,44,2,1,35620,40,40
94863,22,16,70,1,2,40,1,1,35620,50,50
94864,21,17,76,1,1,43,1,1,35620,-4,-4
94866,32,1,55,1,1,44,1,1,35620,60,60
94873,23,22,52,1,1,43,4,1,35620,35,35
94877,40,8,35,6,2,45,1,1,35620,35,35
94882,32,1,60,6,2,45,1,1,35620,40,40
94896,40,8,44,1,2,44,1,1,35620,40,40
94897,51,22,43,1,1,42,1,1,35620,40,40
94904,4,19,51,1,1,39,1,1,35620,40,40
94909,25,3,27,6,2,43,6,1,35620,40,40
94926,36,9,47,4,2,43,1,1,35620,55,55
94927,51,2,61,6,2,43,2,1,35620,40,40
94929,36,4,65,1,1,43,1,1,15380,40,40
94933,42,17,25,6,2,40,4,2,35620,12,12
94934,34,17,30,6,2,43,4,1,35620,40,40
94941,44,14,18,6,2,39,2,2,35620,20,20
94942,41,10,22,6,2,43,2,1,35620,40,40
94943,40,1,25,6,2,43,2,1,35620,40,40
94944,32,3,28,6,1,43,2,1,35620,40,40
94948,40,8,27,6,1,46,4,1,35620,55,55
94951,36,2,37,4,2,44,1,1,35620,-4,-4
94952,4,19,41,6,2,40,2,1,35620,40,40
94954,26,9,54,4,1,44,1,2,35620,-4,-4
94955,44,8,24,6,1,43,1,1,35620,35,35
94958,36,3,36,1,1,43,4,1,35620,50,50
94961,20,22,45,4,1,37,1,1,15380,55,55
94962,38,21,34,6,1,35,1,1,15380,40,40
94966,36,2,24,6,1,44,4,1,35620,40,40
94967,23,2,40,1,1,42,1,1,35620,-4,-4
94968,27,1,39,1,2,44,4,1,35620,40,40
94969,23,17,58,6,1,43,1,1,35620,45,45
94971,38,14,58,6,1,39,2,1,35620,40,40
94973,22,16,24,6,2,43,2,1,35620,35,35
98346,36,1,49,1,1,39,4,1,16740,50,50
98354,46,17,18,6,2,39,4,2,16740,30,30
98355,21,16,36,1,1,43,1,1,16740,40,40
98356,7,16,34,1,2,43,1,1,16740,50,50
98360,4,19,55,6,1,39,1,1,16740,40,40
98363,50,15,23,6,2,43,1,1,16740,40,40
98384,46,13,47,6,2,40,18,2,16740,30,30
98386,42,10,67,4,2,44,1,2,16740,12,12
98428,32,3,32,1,1,43,4,1,16740,40,40
98431,32,2,56,6,2,40,5,1,16740,40,40
98433,38,17,58,6,1,39,4,1,16740,40,40
98446,36,3,39,1,2,44,4,1,16740,40,40
98447,48,22,45,1,1,34,1,1,16740,40,40
98448,43,15,49,1,2,39,1,2,16740,30,30
98451,46,13,32,6,2,39,2,1,16740,40,40
98454,46,16,49,6,2,39,2,1,16740,40,40
98455,21,16,37,1,1,43,1,1,16740,40,40
98456,21,16,35,1,2,39,1,1,16740,40,40
98458,47,22,23,6,1,40,1,2,16740,30,30
98463,32,1,51,1,1,40,1,1,16740,55,55
98482,51,17,42,4,2,44,1,1,16740,40,40
98485,24,16,53,3,1,43,1,1,16740,40,40
98509,44,1,59,4,2,44,1,1,16740,45,45
98523,23,22,58,6,1,39,1,1,16740,50,50
98542,39,22,50,4,1,39,2,1,16740,40,40
98548,48,15,30,1,1,38,2,1,16740,40,40
98558,41,17,52,6,2,39,2,1,16740,45,45
98559,22,16,18,6,2,39,2,2,16740,18,18
98569,34,3,50,1,1,42,1,1,16740,50,50
98570,43,6,58,1,2,44,1,1,16740,40,40
98573,42,1,46,1,2,40,1,1,16740,40,40
98574,22,16,44,1,1,41,1,1,16740,50,50
98627,42,10,28,6,1,41,2,1,16740,45,45
98633,36,8,34,6,1,42,1,1,16740,45,45
98635,40,8,30,1,1,43,1,1,16740,40,40
98636,22,2,30,1,2,43,1,1,16740,40,40
98649,51,10,28,6,2,44,2,1,16740,40,40
98657,33,17,33,6,2,39,2,1,16740,48,48
98680,4,19,30,6,1,39,2,1,16740,40,40
98704,23,22,38,5,1,40,2,1,16740,40,40
98705,42,10,25,6,2,40,2,1,16740,40,40
98706,4,19,44,1,1,39,1,1,16740,40,40
98707,38,14,45,1,2,39,1,1,16740,40,40
98721,36,2,27,1,1,43,1,1,16740,50,50
98726,32,3,24,6,2,44,4,1,16740,40,40
98727,32,3,24,6,2,44,4,1,16740,40,40
98728,41,10,29,4,2,41,2,1,16740,36,36
98729,44,12,32,6,1,40,1,1,16740,45,45
98732,22,16,50,2,1,40,1,1,16740,40,40
98736,42,11,27,6,2,39,2,2,16740,3,3
98737,4,19,28,1,1,35,1,1,16740,74,74
98738,46,13,28,1,2,39,1,1,16740,48,48
98739,4,19,18,6,1,35,1,1,16740,74,74
98740,36,7,39,1,2,40,1,1,16740,40,40
98741,44,17,35,1,1,43,1,1,16740,50,50
98751,40,8,68,4,2,44,2,1,16740,40,40
98827,36,3,30,1,1,43,4,2,16740,30,30
98829,40,8,38,1,2,44,2,1,16740,45,45
98830,32,3,41,1,1,43,2,1,16740,40,40
98838,36,4,58,1,1,43,1,1,16740,50,50
98865,23,22,20,6,1,40,2,1,16740,40,40
98866,21,16,31,1,2,43,1,1,16740,40,40
98867,36,4,30,1,1,39,1,1,16740,55,55
98894,7,3,32,1,1,43,4,1,16740,40,40
98895,22,16,29,1,2,43,4,1,16740,40,40
98897,14,21,64,1,1,39,4,1,16740,35,35
98907,33,16,26,6,1,43,1,1,16740,40,40
98927,32,3,26,1,1,43,2,1,16740,40,40
98928,41,10,29,1,2,40,2,1,16740,40,40
98937,36,3,28,1,1,39,1,1,16740,45,45
98938,42,10,28,1,2,43,1,1,16740,40,40
98939,13,21,42,6,1,43,2,1,16740,40,40
98940,29,1,31,6,1,40,1,1,16740,45,45
98942,23,17,54,4,2,39,1,1,16740,50,50
98945,40,8,55,6,1,44,1,1,16740,40,40
98946,42,6,22,6,1,43,2,1,16740,40,40
98950,32,1,34,6,1,43,1,1,16740,50,50
98951,36,9,30,6,2,43,1,1,16740,40,40
98952,43,6,31,6,2,43,2,1,16740,40,40
98977,40,8,56,4,2,44,1,1,16740,50,50
98990,22,21,31,6,1,40,1,1,16740,40,40
98991,19,17,28,6,2,43,1,1,16740,40,40
98992,45,17,48,5,2,39,2,1,16740,40,40
98997,36,3,39,1,1,44,4,1,16740,40,40
99013,34,2,45,1,1,43,1,1,16740,40,40
99014,40,8,47,1,2,43,1,1,16740,40,40
99039,35,16,57,4,2,41,1,1,16740,40,40
99048,23,16,52,1,1,39,1,1,16740,40,40
99069,29,2,24,6,1,43,1,1,16740,40,40
99081,42,11,27,6,1,40,2,1,16740,50,50
99082,42,1,36,5,2,40,1,1,16740,40,40
99100,36,4,53,1,1,44,1,1,16740,54,54
99103,44,12,23,6,1,40,1,2,16740,30,30
99109,36,1,47,1,1,39,2,1,16740,50,50
99110,41,17,43,1,2,39,2,1,16740,40,40
99111,32,3,27,1,2,44,4,1,16740,40,40
99114,32,2,41,1,1,43,1,1,16740,45,45
99115,32,2,33,1,2,43,1,1,16740,40,40
99123,36,3,34,1,1,43,4,1,16740,40,40
99146,38,17,29,6,2,39,2,1,16740,40,40
99149,4,19,30,6,1,39,2,1,16740,50,50
99150,38,17,38,6,1,39,2,1,16740,40,40
99151,4,20,21,6,1,39,1,2,16740,30,30
99153,22,16,67,1,2,40,1,1,16740,35,35
99155,4,1,42,1,1,40,1,1,16740,45,45
99162,38,14,39,2,2,34,5,1,16740,45,45
99167,32,17,56,4,2,39,1,1,16740,40,40
99168,46,13,17,6,2,37,1,2,16740,-4,-4
99179,22,16,68,3,2,40,2,2,16740,18,18
99213,22,17,59,5,2,39,1,1,16740,45,45
99214,23,17,28,6,2,42,2,1,16740,40,40
99215,35,20,36,6,1,40,2,1,16740,50,50
99217,22,16,43,4,1,39,1,1,16740,45,45
110465,34,16,46,6,1,41,1,1,38900,40,40
110466,46,13,43,4,2,43,1,1,38900,-4,-4
110474,42,1,52,5,2,40,5,1,38900,40,40
110476,1,18,38,6,1,41,1,2,38900,15,15
110477,22,13,31,6,2,43,1,2,38900,30,30
110478,46,15,38,5,1,41,1,1,38900,40,40
110479,41,14,30,1,2,39,5,2,38900,32,32
110487,41,17,60,1,2,39,1,1,38900,40,40
110489,38,21,59,1,1,39,1,1,38900,40,40
110490,40,2,59,1,2,40,1,1,38900,40,40
110494,41,10,40,1,1,46,1,1,38900,40,40
110495,42,10,40,1,2,44,1,1,38900,40,40
110516,21,18,35,6,1,37,4,1,38900,50,50
110517,17,21,61,1,2,40,4,1,38900,-4,-4
110527,22,16,20,1,1,40,1,1,38900,40,40
110528,44,15,22,1,2,43,1,2,38900,22,22
110539,40,8,41,1,2,44,1,1,38900,40,40
110545,23,22,55,1,1,40,1,1,38900,38,38
110547,22,16,19,6,1,39,1,1,38900,35,35
110548,22,16,80,1,2,35,1,1,38900,40,40
110549,4,19,43,1,1,36,1,1,38900,40,40
110553,40,6,37,6,2,44,1,2,38900,16,16
110555,44,9,40,6,1,43,1,1,38900,40,40
110560,51,15,57,6,2,41,1,1,38900,60,60
110561,4,19,19,6,1,39,1,1,38900,40,40
110567,41,10,64,1,2,43,1,1,38900,55,55
110570,36,1,46,4,2,43,1,1,38900,40,40
110571,46,13,23,6,1,39,1,1,38900,-4,-4
110577,44,14,50,5,2,39,1,2,38900,30,30
110578,44,15,30,6,2,39,1,1,38900,35,35
110579,36,9,35,1,1,43,1,1,38900,40,40
110580,36,9,34,1,2,43,1,1,38900,40,40
110581,51,15,65,1,1,33,4,2,38900,15,15
110599,36,3,34,1,1,43,1,2,38900,20,20
110600,40,8,33,1,2,44,1,1,38900,40,40
110603,40,10,48,1,2,44,1,1,38900,40,40
110604,16,2,49,1,1,43,1,1,38900,40,40
110606,22,16,33,6,1,43,1,1,38900,-4,-4
110607,48,11,33,6,2,43,1,2,38900,-4,-4
110617,33,9,39,1,1,43,1,1,38900,38,38
110618,36,21,34,1,2,43,1,1,38900,40,40
110621,36,3,32,6,2,43,1,1,38900,40,40
110622,36,3,28,6,2,43,1,1,38900,40,40
110624,23,22,45,1,2,43,1,1,38900,37,37
110625,25,9,44,1,1,43,1,1,38900,50,50
110627,41,10,64,4,2,40,1,1,38900,40,40
110628,22,17,73,6,1,39,1,2,38900,7,7
110629,46,13,43,5,1,37,1,1,38900,35,35
110630,46,13,21,6,1,33,1,1,38900,35,35
110631,46,13,31,6,1,33,1,1,38900,35,35
110632,46,13,40,3,1,34,1,1,38900,35,35
110633,46,13,29,2,1,34,1,1,38900,35,35
110634,44,1,61,1,2,43,1,1,38900,40,40
110635,44,1,64,1,1,43,1,1,38900,40,40
110639,45,14,46,1,2,33,1,1,38900,40,40
110640,22,13,50,1,1,32,1,1,38900,40,40
110641,45,14,22,6,2,40,1,1,38900,40,40
110642,22,13,25,6,2,39,1,2,38900,-4,-4
110648,9,17,43,1,2,43,1,1,38900,40,40
110649,29,1,45,1,1,43,1,1,38900,40,40
110653,22,16,39,1,1,43,1,1,38900,-4,-4
110654,22,16,37,1,2,43,1,1,38900,-4,-4
110656,32,17,60,1,1,44,1,1,38900,45,45
110657,32,1,61,1,2,46,1,1,38900,45,45
110663,46,13,34,6,2,41,4,1,38900,-4,-4
110664,46,13,30,6,1,40,4,1,38900,-4,-4
110665,29,2,54,6,2,43,1,1,38900,45,45
110669,39,22,34,5,1,35,1,1,38900,-4,-4
110671,46,13,19,6,1,31,1,1,38900,35,35
110675,1,18,30,5,1,33,1,1,38900,40,40
110679,33,1,61,1,1,43,1,1,38900,55,55
110680,22,16,58,1,2,40,1,1,38900,40,40
110683,36,9,42,4,2,39,1,1,38900,80,80
110687,42,10,27,1,2,43,1,2,38900,20,20
110688,17,21,31,1,1,39,1,1,38900,40,40
110689,23,17,28,2,1,43,1,1,38900,40,40
110694,41,14,25,6,1,39,1,1,38900,40,40
110695,41,11,36,6,1,39,1,1,38900,40,40
110696,46,13,31,6,1,39,1,1,38900,-4,-4
110697,42,1,48,1,2,44,1,1,38900,40,40
110698,36,1,50,1,1,43,1,1,38900,40,40
110706,32,17,65,4,1,40,1,1,38900,37,37
110710,26,16,33,6,1,43,2,1,38900,50,50
110714,36,16,48,1,1,43,1,1,38900,-4,-4
110715,10,1,46,1,2,43,1,1,38900,-4,-4
110718,46,13,35,6,1,43,1,1,38900,-4,-4
110719,26,9,40,5,1,43,1,2,38900,20,20
110720,36,4,35,4,1,43,1,1,38900,40,40
110721,42,17,38,6,1,42,1,1,38900,40,40
110722,36,17,54,6,2,43,1,1,38900,45,45
110724,4,1,44,4,1,40,1,1,38900,59,59
110725,4,19,17,6,1,39,1,1,38900,40,40
110726,22,16,37,6,2,44,1,1,38900,40,40
110727,22,22,40,6,2,40,1,1,38900,40,40
110730,36,9,56,4,2,43,5,1,38900,40,40
110731,44,15,36,6,2,43,1,1,38900,40,40
110733,50,14,33,6,2,31,1,2,38900,15,15
110736,40,10,37,6,2,43,1,1,38900,36,36
110741,22,16,68,1,1,39,1,1,38900,40,40
110742,33,16,64,1,2,39,1,1,38900,40,40
110743,42,10,27,1,2,43,1,1,38900,40,40
110744,44,15,40,1,1,43,1,1,38900,55,55
110745,33,17,38,1,1,43,1,1,38900,40,40
110746,43,1,37,1,2,43,1,2,38900,28,28
110750,49,6,31,1,1,40,1,1,38900,40,40
110751,49,6,32,1,2,43,1,1,38900,40,40
110755,16,1,49,1,2,43,4,2,38900,25,25
110756,36,2,48,1,1,43,1,1,38900,40,40
110757,22,22,35,1,1,39,2,1,38900,40,40
110790,38,1,23,6,2,39,1,2,38900,-4,-4
110792,42,15,46,5,2,39,1,1,38900,-4,-4
110794,23,22,54,1,1,43,1,2,38900,-4,-4
110795,44,8,18,6,2,37,4,2,38900,10,10
110802,23,22,55,6,1,40,1,1,38900,50,50
110815,46,1,32,6,1,43,1,1,38900,40,40
110816,22,16,42,6,2,43,1,1,38900,40,40
110817,41,17,46,6,2,43,1,1,38900,40,40
110824,36,1,39,1,1,45,1,1,38900,40,40
110825,36,1,39,1,2,44,1,1,38900,40,40
110833,36,2,50,1,1,44,1,1,38900,40,40
110834,36,2,51,1,2,43,1,1,38900,40,40
110839,43,6,36,6,2,44,1,2,38900,3,3
110841,36,9,38,4,1,43,1,1,38900,40,40
110858,36,2,35,1,1,44,1,1,38900,40,40
110859,42,9,35,1,2,44,1,1,38900,40,40
110860,16,16,35,6,2,42,1,1,38900,40,40
110861,36,10,31,6,2,40,1,1,38900,35,35
110862,46,13,36,4,1,43,1,1,38900,35,35
110871,4,17,50,4,1,42,1,2,38900,16,16
110875,34,16,42,1,2,43,5,1,38900,40,40
110878,44,11,28,6,1,39,1,2,38900,-4,-4
110880,46,13,29,2,2,44,1,2,38900,-4,-4
110881,48,15,40,6,1,39,1,1,38900,40,40
110883,13,22,57,1,1,40,4,1,38900,40,40
110884,48,15,58,1,2,43,4,1,38900,-4,-4
110887,41,10,24,1,2,43,1,1,38900,36,36
110889,16,1,28,1,2,43,1,1,38900,45,45
110890,34,16,39,1,1,43,1,1,38900,45,45
110896,40,8,33,1,2,44,1,1,38900,40,40
110901,40,8,43,1,1,45,1,1,38900,40,40
110902,40,6,40,1,2,44,1,1,38900,40,40
110915,22,16,34,1,1,43,1,1,38900,40,40
110916,42,11,28,1,2,43,1,1,38900,40,40
110919,36,17,47,1,2,44,1,2,38900,-4,-4
110924,42,10,53,1,2,42,1,1,38900,40,40
110925,24,19,48,1,1,40,1,1,38900,40,40
110927,46,13,20,6,1,40,1,2,38900,15,15
110928,46,13,57,4,1,39,2,1,38900,40,40
110929,42,10,30,6,2,40,1,1,38900,40,40
110933,32,2,48,1,1,43,1,1,38900,50,50
110934,36,9,44,1,2,39,4,2,38900,10,10
110937,42,15,57,6,1,46,1,2,38900,20,20
110938,44,2,53,4,2,43,1,2,38900,30,30
110945,11,21,35,6,1,40,1,1,38900,-4,-4
110954,51,2,48,1,1,43,1,1,38900,40,40
110955,21,16,56,1,2,43,1,1,38900,40,40
110958,36,21,45,1,1,40,1,1,38900,40,40
110968,40,1,40,1,1,43,1,1,38900,40,40
110970,22,22,50,1,1,33,4,1,38900,40,40
110971,48,15,49,1,2,32,4,1,38900,40,40
110973,48,15,21,6,2,33,4,2,38900,20,20
110974,48,15,23,6,1,40,4,2,38900,30,30
110978,25,3,56,1,1,40,1,1,38900,40,40
110979,51,6,57,1,2,44,1,1,38900,40,40
110985,16,21,59,6,2,44,2,2,38900,-4,-4
110992,36,16,31,1,2,43,1,1,38900,40,40
110993,21,16,36,1,1,43,1,1,38900,50,50
110998,40,17,41,6,1,44,1,1,38900,40,40
110999,40,8,63,6,2,46,1,1,38900,40,40
111000,23,22,43,1,1,43,4,1,38900,40,40
111001,42,1,58,1,2,44,1,1,38900,60,60
111002,41,10,38,4,2,44,1,2,38900,24,24
111004,21,1,47,1,1,43,1,1,38900,40,40
111011,51,3,35,4,1,43,8,1,38900,40,40
111012,49,16,34,6,1,43,1,1,38900,40,40
111014,16,1,33,1,1,43,1,1,38900,40,40
111015,2,5,34,1,2,43,1,1,38900,40,40
111036,22,22,38,1,1,39,1,1,38900,40,40
111039,44,15,19,6,2,40,1,2,38900,-4,-4
111040,22,15,34,1,2,43,1,1,38900,35,35
111049,23,17,39,6,1,39,3,1,38900,45,45
111050,42,6,33,6,2,44,1,1,38900,40,40
111051,41,10,35,6,2,42,1,2,38900,32,32
111054,36,9,39,4,1,43,1,1,38900,40,40
111057,48,11,64,1,1,38,1,2,38900,20,20
111060,40,8,36,1,1,44,1,1,38900,50,50
111061,36,1,32,1,2,43,1,1,38900,40,40
111063,36,3,33,4,1,40,1,1,38900,-4,-4
111064,23,22,33,6,1,39,1,1,38900,-4,-4
111071,43,2,32,6,1,43,1,1,38900,40,40
111072,36,2,30,6,2,43,1,1,38900,-4,-4
111074,51,5,38,1,2,43,1,1,38900,40,40
111075,51,1,40,1,1,44,1,1,38900,40,40
111083,22,16,20,6,1,37,4,1,38900,40,40
116907,27,9,30,6,1,43,1,1,39300,45,45
116908,22,16,28,6,2,43,1,1,39300,40,40
116912,6,21,48,4,2,39,3,1,39300,40,40
116913,42,11,27,6,2,39,3,2,39300,32,32
116932,41,10,49,6,2,43,2,1,39300,-4,-4
116934,22,21,49,1,1,39,3,1,39300,40,40
116935,13,22,44,1,2,39,3,1,39300,40,40
116964,40,1,59,1,1,46,1,1,39300,-4,-4
116978,36,9,76,1,2,39,1,1,39300,-4,-4
117000,48,15,28,1,1,40,1,1,39300,-4,-4
117013,10,22,50,1,1,43,1,1,39300,40,40
117015,46,13,17,6,2,37,1,2,39300,-4,-4
117019,46,13,21,6,1,40,2,2,39300,30,30
117023,51,19,51,1,1,43,2,1,39300,40,40
117024,46,13,50,1,2,39,2,1,39300,35,35
117031,13,21,41,6,2,39,3,1,39300,40,40
117033,40,8,20,6,2,40,3,2,39300,28,28
117038,42,10,62,1,1,45,4,1,39300,40,40
117042,51,17,19,6,1,40,1,1,39300,35,35
117043,51,17,47,4,2,40,1,1,39300,39,39
117049,46,13,52,6,2,40,2,2,39300,30,30
117054,40,8,65,1,2,40,7,1,39300,40,40
117055,40,8,41,5,1,40,1,1,39300,40,40
117069,40,14,26,6,1,39,1,1,39300,35,35
117070,13,3,28,6,1,43,1,1,39300,40,40
117071,36,3,28,6,1,43,1,1,39300,40,40
117077,36,1,33,4,1,44,1,1,39300,40,40
117103,8,20,33,6,1,40,1,1,39300,-4,-4
117105,40,8,58,1,1,44,1,1,39300,-4,-4
117107,44,22,62,6,1,39,1,1,39300,40,40
117111,21,21,43,1,1,39,1,1,39300,40,40
117114,47,20,20,6,1,40,1,1,39300,40,40
117125,32,17,30,6,2,40,1,1,39300,40,40
117129,22,17,36,4,1,40,1,1,39300,40,40
117130,4,19,38,6,1,39,1,1,39300,58,58
117144,40,8,51,6,1,46,1,1,39300,40,40
117146,13,3,29,1,1,42,1,1,39300,40,40
117151,46,13,85,6,2,33,1,2,39300,30,30
117154,13,21,38,1,1,42,1,1,39300,40,40
117155,13,21,46,1,2,39,1,1,39300,40,40
117158,46,13,18,6,1,37,1,2,39300,12,12
117159,4,19,22,6,1,39,1,1,39300,40,40
117161,45,14,38,6,2,39,1,1,39300,35,35
117162,44,14,19,6,1,39,1,1,39300,40,40
117178,42,11,27,1,2,39,1,1,39300,40,40
117179,4,19,64,1,1,36,1,1,39300,-4,-4
117184,42,11,26,2,2,42,3,2,39300,30,30
117196,38,14,45,1,2,36,4,1,39300,39,39
117197,46,12,20,6,2,43,4,1,39300,35,35
117198,38,12,23,6,1,39,4,2,39300,15,15
117207,38,22,42,6,2,34,1,2,39300,-4,-4
117212,41,11,34,1,2,40,2,1,39300,40,40
117220,41,9,47,1,2,39,1,1,39300,40,40
117221,38,12,36,1,1,39,1,1,39300,40,40
117224,42,15,27,6,2,40,2,1,39300,40,40
117227,40,17,55,1,2,41,1,1,39300,40,40
117232,36,4,26,6,1,43,1,1,39300,45,45
117238,38,21,38,6,2,34,2,1,39300,40,40
117243,38,17,31,6,1,39,1,1,39300,50,50
117245,43,11,31,6,2,43,1,1,39300,40,40
117260,41,16,26,6,2,39,8,1,39300,35,35
117266,40,14,52,1,1,39,1,1,39300,40,40
117267,43,8,57,1,2,33,1,1,39300,40,40
117268,32,2,23,6,1,43,1,1,39300,40,40
117270,22,21,64,1,1,34,1,1,39300,40,40
117272,38,22,38,6,1,43,1,1,39300,40,40
117274,42,10,56,1,2,42,2,1,39300,40,40
117276,40,8,34,6,1,46,1,1,39300,40,40
117277,13,2,36,6,2,43,1,1,39300,40,40
117279,38,14,35,6,1,33,1,1,39300,40,40
122641,25,2,33,6,2,44,1,1,34980,40,40
122643,36,3,30,6,1,40,1,1,34980,40,40
122660,23,17,27,6,1,39,2,1,34980,45,45
122663,42,10,29,6,1,42,1,1,34980,40,40
122665,4,19,31,6,1,39,1,1,34980,40,40
122666,46,16,31,6,2,41,1,1,34980,40,40
122668,41,10,25,6,2,43,1,1,34980,36,36
122672,45,1,37,1,1,44,1,1,34980,50,50
122673,48,15,38,1,2,39,1,1,34980,-4,-4
122675,41,1,40,1,2,44,1,1,34980,40,40
122676,41,10,41,1,1,44,1,1,34980,45,45
122687,46,13,50,6,2,38,2,1,34980,40,40
122709,22,2,31,4,2,40,1,1,34980,45,45
122712,41,10,45,1,2,44,1,1,34980,40,40
122723,42,10,34,6,2,46,1,1,34980,40,40
122733,20,3,54,2,1,42,1,1,34980,45,45
122736,44,9,42,4,1,40,1,2,34980,15,15
122740,10,20,57,4,2,40,1,1,34980,50,50
122747,4,19,43,6,1,39,1,1,34980,40,40
122793,35,17,51,4,1,42,1,1,34980,40,40
122795,22,1,36,6,1,43,1,1,34980,40,40
122815,40,7,26,6,1,43,2,2,34980,30,30
122816,32,17,23,6,2,43,2,2,34980,30,30
122817,33,16,54,1,2,44,1,1,34980,50,50
122818,42,10,45,1,1,45,1,1,34980,60,60
122820,40,8,38,4,2,46,1,1,34980,40,40
122823,49,5,25,6,1,40,1,1,34980,45,45
122824,36,2,25,6,2,43,1,1,34980,45,45
122831,26,17,30,6,2,43,1,1,34980,45,45
122832,23,17,65,1,1,42,1,1,34980,45,45
122833,22,17,64,1,2,40,1,1,34980,45,45
122859,15,1,25,6,2,43,1,1,34980,40,40
122870,24,20,73,3,1,45,1,1,34980,40,40
122880,22,1,55,4,1,43,2,1,34980,40,40
122891,49,6,62,4,2,35,2,1,34980,35,35
122893,12,21,34,6,1,39,2,1,34980,40,40
122907,41,5,61,1,1,45,1,1,34980,40,40
122908,42,10,60,1,2,44,1,1,34980,40,40
122909,48,12,23,6,2,43,1,1,34980,40,40
122911,36,1,63,1,1,45,4,1,34980,40,40
122913,29,17,29,6,2,44,2,1,34980,40,40
122915,22,22,38,6,1,40,2,1,34980,40,40
122922,23,22,31,6,1,40,2,1,34980,48,48
122924,4,19,53,6,1,39,1,1,34980,40,40
122935,51,14,41,6,2,39,2,1,34980,40,40
122936,10,21,43,6,1,39,2,1,34980,40,40
122937,22,17,18,6,1,40,2,1,34980,40,40
122938,36,2,64,4,2,44,2,1,34980,40,40
122939,23,22,50,6,1,40,2,1,34980,48,48
122954,7,21,31,4,1,43,1,1,34980,-4,-4
122975,36,3,33,6,2,43,1,1,34980,35,35
122976,42,17,20,6,2,43,1,1,34980,35,35
122978,44,16,47,1,2,40,1,2,34980,10,10
123000,48,17,33,1,2,41,1,1,34980,35,35
123003,19,21,57,4,1,37,2,1,34980,40,40
123004,48,22,66,1,1,43,1,1,34980,40,40
123005,22,17,74,1,2,39,1,2,34980,30,30
123011,4,19,39,1,1,39,1,1,34980,40,40
123023,22,16,50,1,2,43,1,1,34980,40,40
123024,22,16,56,1,1,39,1,1,34980,40,40
123025,38,14,38,6,1,42,1,1,34980,40,40
123029,23,22,45,4,1,40,2,1,34980,48,48
123044,48,2,56,1,1,43,1,1,34980,50,50
123045,42,17,54,1,2,40,1,1,34980,40,40
123048,51,12,54,6,2,39,2,1,34980,40,40
123049,43,15,27,6,2,39,2,1,34980,40,40
123050,12,1,28,6,1,39,2,1,34980,40,40
123062,43,15,34,6,2,39,2,1,34980,-4,-4
123066,22,16,37,6,1,40,1,1,34980,-4,-4
123068,38,16,42,6,1,40,1,1,34980,45,45
123092,4,19,35,6,1,39,2,1,34980,40,40
123103,40,9,25,6,2,44,1,1,34980,40,40
123105,22,16,54,1,2,43,2,2,34980,15,15
123108,22,16,35,6,2,43,2,1,34980,40,40
123109,46,15,17,6,2,37,2,1,34980,-4,-4
123127,36,9,33,1,2,44,1,2,34980,-4,-4
123134,33,2,34,1,1,43,1,1,34980,38,38
123135,42,1,33,1,2,43,1,1,34980,40,40
123138,23,22,31,1,1,39,2,1,34980,40,40
123143,23,20,49,6,1,41,1,1,34980,40,40
123161,46,13,24,6,1,43,1,1,34980,35,35
123164,36,1,38,1,2,40,1,1,34980,35,35
123165,44,9,59,1,1,43,1,2,34980,8,8
123168,33,16,50,6,2,43,1,1,34980,-4,-4
123190,22,17,75,4,2,37,1,1,34980,38,38
123197,41,10,52,2,1,43,1,1,34980,40,40
123205,42,10,30,1,2,44,1,2,34980,32,32
123206,36,17,45,1,1,44,1,1,34980,40,40
123216,41,10,25,6,2,44,1,1,34980,36,36
123220,22,17,31,6,1,39,1,1,34980,40,40
123221,42,10,26,6,2,40,1,1,34980,40,40
123222,23,17,27,2,1,39,1,1,34980,40,40
123227,41,12,34,6,1,40,2,1,34980,50,50
123228,44,12,36,6,1,39,2,1,34980,40,40
123234,4,19,35,1,1,40,1,1,34980,40,40
123235,45,14,37,1,2,39,1,1,34980,40,40
123238,1,1,39,1,1,39,1,1,34980,-4,-4
123239,44,1,39,1,2,40,1,1,34980,35,35
123247,41,17,69,1,2,39,1,1,34980,40,40
123248,22,16,67,1,1,40,1,1,34980,40,40
123257,40,8,40,6,2,43,1,1,34980,40,40
123264,41,2,30,6,1,43,1,1,34980,40,40
123270,36,4,44,1,1,43,1,1,34980,45,45
