PERSONID,PRDTIND1,PRDTOCC1,PRTAGE,PEMARITL,PESEX,PEEDUCA,PTDTRACE,PRFTLF,GTCBSA,PEHRUSL1,PEHRUSLT
15195,44,1,40,4,2,43,4,1,31080,40,40
15197,43,6,38,6,2,43,1,1,31080,37,37
15198,40,8,46,3,2,44,16,2,31080,30,30
15199,36,9,24,6,2,44,4,1,31080,40,40
15200,22,16,27,6,1,42,4,1,31080,50,50
15201,46,13,23,6,1,40,1,2,31080,25,25
15203,40,1,19,6,2,39,4,2,41860,20,20
15204,38,19,20,6,1,39,4,1,41860,40,40
15205,8,19,20,6,1,39,4,1,41860,40,40
15206,38,19,21,6,1,39,4,1,41860,40,40
15208,40,8,57,5,2,43,1,1,41860,45,45
15209,46,13,23,6,1,42,1,1,41860,40,40
15210,22,16,21,6,2,42,1,1,41860,40,40
15215,21,17,37,5,2,39,1,1,40140,40,40
15219,40,8,60,1,2,42,1,2,31080,20,20
15221,42,1,37,6,2,41,1,1,31080,45,45
15225,38,9,28,1,1,43,1,1,31080,40,40
15226,43,6,41,4,2,40,2,1,31080,-4,-4
15231,36,2,46,1,2,44,1,1,31080,40,40
15232,51,3,51,1,1,44,1,1,31080,40,40
15240,4,19,40,1,1,39,1,1,46700,50,50
15246,22,16,62,3,2,39,4,2,31080,20,20
15247,22,16,22,6,1,40,4,1,31080,35,35
15252,6,20,64,1,1,39,5,2,41940,32,32
15254,6,20,52,4,1,39,5,1,41940,-4,-4
15255,47,22,61,4,1,39,5,1,41940,50,50
15257,6,4,50,1,1,43,5,1,41940,40,40
15267,8,3,32,2,1,43,4,1,41740,40,40
15268,36,3,24,6,1,44,4,1,41740,40,40
15269,12,1,47,4,2,42,1,2,41740,25,25
15272,41,17,63,1,2,42,1,1,41740,50,50
15273,47,20,35,6,1,40,2,1,41740,40,40
15276,42,3,31,6,2,43,2,1,41740,40,40
15277,45,17,27,6,2,42,2,1,41740,40,40
15278,47,1,31,6,1,42,2,1,41740,40,40
15280,38,22,64,1,1,39,1,1,41940,40,40
15283,32,17,33,6,2,43,4,1,41940,40,40
15284,41,10,31,6,2,45,4,1,41940,60,60
15287,36,17,55,1,2,39,4,1,41940,40,40
15289,44,13,44,1,2,40,4,1,41940,35,35
15290,6,21,56,1,1,40,1,1,41940,40,40
15293,44,13,19,6,1,40,1,1,41940,35,35
15303,24,1,26,6,1,43,4,1,41860,50,50
15304,24,1,33,6,1,43,4,1,41860,50,50
15311,34,1,67,1,1,42,1,1,41860,45,45
15313,28,1,40,4,1,44,4,1,41860,45,45
15316,34,16,41,2,1,43,1,1,41860,50,50
15320,40,8,28,6,2,44,1,1,41860,50,50
15321,36,3,29,6,1,43,1,1,41860,45,45
15325,36,9,73,4,2,42,1,1,41740,-4,-4
15329,23,22,47,1,1,33,1,1,31080,40,40
15333,46,16,19,6,1,40,1,2,31080,20,20
15334,22,2,30,6,1,43,4,1,41860,40,40
15335,51,17,30,6,2,43,4,1,41860,40,40
15336,36,2,27,6,2,44,4,1,41860,60,60
15337,19,1,27,6,1,44,4,1,41860,45,45
15338,45,17,25,6,1,43,1,2,31080,32,32
15341,41,10,49,4,2,39,1,1,41940,40,40
15342,41,10,27,6,1,40,1,2,41940,32,32
15343,8,17,54,4,1,38,1,1,41940,40,40
15347,21,16,47,1,1,43,4,1,31080,40,40
15348,46,13,42,1,2,43,4,1,31080,40,40
15350,40,8,20,6,2,40,4,2,31080,8,8
15355,36,1,24,6,2,43,1,1,31080,50,50
15364,38,14,38,6,1,39,1,1,46700,45,45
15365,32,2,51,1,2,43,1,1,41860,40,40
15367,49,13,68,6,1,42,1,1,41860,40,40
15368,10,4,36,6,1,43,1,1,31080,40,40
15370,33,3,62,1,1,43,1,1,31080,45,45
15391,38,1,58,1,2,40,2,1,40900,40,40
15399,12,21,48,6,1,40,1,1,40140,40,40
15401,22,16,33,1,2,42,1,1,41740,40,40
15402,36,4,34,1,1,43,1,1,41740,40,40
15403,46,1,32,6,1,42,1,1,41740,50,50
15404,46,17,38,6,2,43,4,1,41860,40,40
15405,4,19,36,4,1,35,1,1,31080,40,40
15406,4,19,22,6,1,37,1,2,31080,18,18
15414,36,9,33,6,1,33,1,2,31080,30,30
15416,34,1,33,2,1,40,1,1,31080,40,40
15418,47,21,57,1,1,33,1,1,31080,40,40
15420,42,17,25,6,2,43,1,1,31080,40,40
15421,42,17,31,6,2,43,1,1,31080,40,40
15422,36,1,57,1,1,46,2,1,41860,50,50
15429,22,1,37,1,1,46,4,1,41860,50,50
15434,36,7,48,1,2,44,7,1,31080,60,60
15437,26,9,40,1,1,43,1,1,31080,40,40
15438,26,9,45,1,2,43,1,1,31080,40,40
15443,46,1,44,1,1,33,1,1,31080,50,50
15447,46,13,20,6,1,39,1,2,31080,12,12
15449,21,22,27,1,1,39,1,1,31080,40,40
15452,48,15,69,1,2,44,2,2,31080,6,6
15454,36,17,25,6,2,43,2,1,31080,50,50
15459,48,16,62,6,2,34,1,1,31080,40,40
15460,50,14,36,5,2,33,1,1,31080,40,40
15465,21,16,54,1,1,43,1,1,31080,40,40
15468,22,22,18,6,1,37,1,2,31080,20,20
15471,6,21,36,1,1,39,1,1,41940,45,45
15482,13,1,53,1,1,40,1,1,31080,40,40
15483,40,8,60,1,2,43,1,1,31080,40,40
15485,36,3,31,6,1,43,4,1,31080,43,43
15488,44,3,37,6,2,44,1,1,31080,50,50
15489,26,1,37,1,2,43,1,1,41940,40,40
15490,26,1,40,1,1,43,4,1,41940,40,40
15500,22,17,46,6,2,42,1,1,31080,35,35
15501,23,22,23,6,1,40,1,2,31080,20,20
15502,21,22,39,1,1,45,4,1,31080,40,40
15506,22,17,50,6,1,34,1,1,31080,40,40
15507,22,9,69,4,2,39,1,1,31080,-4,-4
15508,22,17,45,6,2,39,1,1,31080,40,40
15511,41,1,56,4,1,43,4,1,41860,55,55
15513,40,17,20,6,2,40,11,1,41860,40,40
15514,42,15,69,5,2,40,4,2,41860,32,32
15515,22,21,61,3,1,36,1,1,41860,40,40
15517,23,22,23,6,1,37,1,1,41860,40,40
15518,36,7,45,1,2,45,1,1,31080,-4,-4
15523,42,15,68,1,2,44,4,2,41860,20,20
15524,42,15,66,1,1,39,4,2,41860,20,20
15525,36,3,33,6,1,43,4,2,41860,20,20
15530,22,17,35,5,2,40,1,2,40140,32,32
15547,45,1,47,3,2,39,4,2,31080,32,32
15548,4,17,59,1,1,42,1,1,31080,40,40
15549,40,8,45,1,2,39,1,2,31080,30,30
15551,23,22,36,6,2,37,1,1,31080,40,40
15565,19,1,39,1,1,43,1,1,31080,40,40
15566,36,2,38,1,2,43,1,2,31080,30,30
15569,46,16,22,6,1,40,2,2,31080,25,25
15573,22,16,63,1,1,38,1,1,31080,70,70
15574,22,16,69,1,2,43,1,1,31080,70,70
15575,21,10,36,6,2,40,1,1,31080,40,40
15576,13,21,51,6,2,39,1,1,31080,40,40
15578,31,8,40,6,2,44,1,1,31080,40,40
15580,22,16,46,5,2,42,1,1,31080,40,40
15581,4,20,22,6,1,40,1,1,31080,-4,-4
15584,51,5,38,1,1,46,1,1,31080,40,40
22392,22,16,35,6,1,43,1,1,19740,65,65
22393,50,15,48,6,2,44,1,1,19740,40,40
22394,40,8,25,6,2,43,1,1,19740,40,40
22402,36,2,27,1,2,44,1,1,19740,60,60
22408,22,21,40,4,1,43,1,1,19740,40,40
22409,38,17,32,6,2,43,1,1,19740,40,40
22413,1,1,22,6,1,40,1,1,19740,45,45
22414,38,2,26,6,1,43,1,1,19740,42,42
22415,1,18,26,6,1,40,1,1,19740,40,40
22420,40,21,47,6,1,44,1,1,19740,40,40
22421,22,16,22,6,1,42,1,2,19740,27,27
22422,41,10,30,1,1,45,1,1,19740,60,60
22425,38,14,42,1,1,33,1,1,19740,40,40
22427,22,20,17,6,1,36,1,2,19740,26,26
22428,36,9,18,6,2,36,1,2,19740,30,30
22429,5,21,44,6,1,40,1,1,19740,40,40
22437,40,8,44,1,2,42,1,1,19740,35,35
22438,32,1,41,1,1,39,1,1,19740,40,40
22441,44,9,15,6,2,35,1,2,19740,5,5
22443,32,2,36,4,1,43,1,1,19740,40,40
22444,40,8,67,3,2,43,2,1,19740,40,40
22445,47,17,33,6,2,41,2,1,19740,40,40
22470,4,19,29,6,1,41,1,1,19740,40,40
22471,4,19,29,6,1,43,1,1,19740,40,40
22473,40,1,34,6,1,44,1,1,19740,55,55
22474,36,4,33,6,2,43,1,1,19740,60,60
22481,36,3,25,6,1,43,1,1,19740,45,45
22484,4,19,50,4,1,39,1,1,19740,38,38
22485,46,13,56,4,1,40,1,1,19740,40,40
22486,34,2,26,6,2,44,4,1,19740,40,40
22492,22,17,54,4,1,40,1,1,19740,40,40
22493,36,1,56,4,2,39,1,2,19740,30,30
22502,40,6,49,4,2,45,1,2,19740,20,20
22503,50,15,19,6,2,40,1,2,19740,20,20
22505,23,17,48,1,1,39,4,1,19740,42,42
22509,44,15,21,6,1,40,4,1,19740,35,35
22510,44,15,23,6,1,40,4,1,19740,35,35
22511,4,19,39,6,2,33,1,1,19740,40,40
22516,4,19,17,6,1,37,1,1,19740,40,40
22521,40,1,47,1,1,46,1,1,19740,40,40
22522,41,10,47,1,2,44,1,2,19740,27,27
22523,44,8,59,3,2,40,1,1,19740,-4,-4
22524,36,4,27,6,1,43,1,1,19740,40,40
22544,51,12,51,4,2,42,2,1,19740,40,40
22545,34,17,24,6,1,43,2,2,19740,25,25
22554,32,2,49,1,1,45,1,1,19740,50,50
22555,40,8,49,1,2,46,1,1,19740,40,40
22559,40,8,32,6,1,44,1,1,19740,40,40
22560,40,1,32,6,2,44,1,1,19740,50,50
22561,23,22,43,2,1,45,2,1,19740,72,72
22562,4,4,55,1,1,39,1,1,19740,40,40
22564,22,16,19,6,1,40,1,2,19740,30,30
22565,22,16,20,6,1,40,1,1,19740,40,40
22573,36,10,57,6,1,43,1,1,19740,40,40
22590,22,22,34,4,1,39,1,1,19740,50,50
22593,22,20,28,6,1,39,1,1,19740,45,45
22594,46,13,28,6,2,39,1,2,19740,30,30
22595,47,20,60,1,1,39,1,1,19740,45,45
22596,19,21,52,1,2,41,1,1,19740,38,38
22597,51,12,60,1,1,40,1,1,19740,55,55
22598,44,8,60,1,2,40,1,1,19740,60,60
22600,22,12,58,4,1,43,1,1,19740,40,40
22607,47,20,44,4,1,40,1,1,19740,-4,-4
22608,38,14,32,6,1,40,1,1,19740,-4,-4
22613,36,2,34,1,1,44,1,1,19740,60,60
22614,36,4,30,1,2,44,1,1,19740,45,45
22630,51,19,32,6,1,40,1,1,19740,40,40
22642,36,2,56,4,2,43,1,1,19740,40,40
22644,38,12,34,1,1,44,2,1,19740,40,40
22645,21,2,36,1,2,44,4,1,19740,40,40
22650,51,20,60,1,1,40,1,1,19740,40,40
22651,40,14,20,6,1,40,1,1,19740,40,40
22653,42,10,33,1,2,45,1,1,19740,40,40
22658,42,11,30,4,2,41,8,2,19740,-4,-4
22661,36,17,30,6,1,43,1,1,19740,40,40
22662,22,17,27,6,2,43,1,1,19740,45,45
22664,22,17,30,6,1,43,1,1,19740,35,35
22677,25,17,53,3,2,39,1,1,19740,40,40
22678,46,13,55,3,2,39,1,1,19740,40,40
22686,51,17,55,3,2,43,1,1,19740,40,40
22691,4,12,28,1,1,40,10,1,19740,40,40
22698,36,9,56,6,2,44,1,1,19740,40,40
22702,32,16,32,1,1,44,1,1,19740,45,45
22703,10,2,30,1,2,43,1,1,19740,50,50
22705,36,3,46,1,2,43,1,1,19740,40,40
22706,46,16,19,6,2,39,1,1,19740,35,35
22707,38,17,27,6,1,40,1,1,19740,35,35
22708,46,13,27,6,1,39,4,1,19740,40,40
22709,46,13,26,6,1,34,1,1,19740,40,40
22710,46,13,26,6,1,34,1,1,19740,40,40
22711,46,13,33,6,2,43,1,2,19740,25,25
22716,48,13,37,1,2,39,1,1,19740,35,35
22717,48,15,26,1,1,39,1,1,19740,40,40
22726,42,10,62,4,2,44,1,2,19740,20,20
22727,36,19,61,4,1,43,1,1,19740,50,50
22745,4,19,39,1,1,36,1,1,19740,40,40
22755,40,8,45,4,2,44,1,1,19740,50,50
22757,42,11,48,4,1,40,1,1,19740,40,40
22759,27,1,57,4,2,40,1,1,19740,40,40
22760,27,16,54,4,1,40,1,1,19740,40,40
22761,42,15,61,3,2,43,2,2,19740,20,20
22764,34,14,70,1,1,41,1,1,19740,40,40
22765,4,19,44,1,1,40,1,1,19740,40,40
22767,41,10,41,1,2,40,1,1,19740,50,50
22768,40,8,28,1,2,44,1,1,19740,40,40
22769,36,4,29,1,1,43,1,1,19740,45,45
22774,40,14,48,4,1,39,2,1,19740,47,47
22775,40,14,48,4,2,39,2,1,19740,40,40
22777,42,2,50,4,2,43,1,1,19740,40,40
22792,4,19,26,1,1,33,1,1,19740,72,72
22793,19,21,29,1,2,39,1,1,19740,40,40
22795,4,19,21,6,1,32,1,1,19740,72,72
22798,4,19,27,6,2,37,1,1,19740,45,45
22799,40,6,47,6,2,43,1,1,19740,40,40
22800,23,17,30,1,2,39,1,1,19740,40,40
22801,4,17,28,1,1,39,1,1,19740,40,40
22814,9,2,48,6,2,40,1,1,19740,60,60
22840,36,17,69,6,2,43,1,1,19740,40,40
22842,44,9,48,1,2,43,1,1,19740,40,40
22843,32,2,47,1,1,43,1,1,19740,40,40
22847,21,17,29,6,2,40,1,1,19740,40,40
22848,33,17,45,4,2,43,1,1,19740,40,40
22850,42,11,65,1,2,42,4,1,19740,40,40
22854,43,1,58,1,2,43,1,1,19740,40,40
22855,36,3,33,6,2,43,2,1,19740,40,40
22857,36,5,48,6,1,44,1,1,19740,45,45
22864,41,10,32,1,2,43,1,1,19740,36,36
22865,38,1,32,1,1,40,1,1,19740,40,40
22877,24,1,46,1,1,44,1,1,19740,40,40
22878,36,9,43,1,2,43,1,2,19740,34,34
22886,22,16,28,6,1,43,1,2,19740,32,32
22900,40,8,57,1,2,44,1,1,19740,60,60
22901,4,19,56,1,1,42,1,1,19740,40,40
22906,38,22,23,6,1,38,1,1,19740,45,45
22910,49,6,27,6,1,43,2,1,19740,40,40
22922,34,1,50,1,1,43,1,1,19740,50,50
22924,36,1,35,6,1,39,1,1,19740,40,40
22926,4,21,55,1,1,36,1,1,19740,40,40
22937,23,22,39,6,1,45,2,2,19740,25,25
22947,44,9,44,6,1,44,1,2,19740,8,8
22948,48,15,37,4,2,43,1,2,19740,30,30
22952,13,21,52,1,1,44,4,1,19740,40,40
22953,43,6,47,1,2,44,4,1,19740,40,40
22961,40,9,59,6,2,40,1,2,19740,15,15
22962,3,5,85,3,2,43,1,2,19740,2,2
22963,41,10,31,1,2,46,1,2,19740,32,32
22964,4,19,36,1,1,40,1,1,19740,40,40
22969,49,7,26,1,2,45,1,2,19740,25,25
22973,51,8,47,6,2,44,1,1,19740,40,40
22974,36,3,34,1,2,43,1,1,19740,40,40
22981,36,1,43,1,2,44,1,2,19740,20,20
22982,40,9,55,1,1,42,1,1,19740,40,40
22988,4,1,49,5,1,39,3,1,19740,40,40
22995,51,12,48,4,1,43,1,1,19740,50,50
22999,4,19,37,1,1,43,1,1,19740,40,40
23002,33,16,43,1,1,40,1,1,19740,60,60
24264,19,17,44,1,2,45,2,1,14860,40,40
24265,51,20,54,1,1,41,2,1,14860,40,40
24290,41,10,24,6,2,39,2,1,14860,40,40
24298,43,13,61,6,2,39,2,2,14860,10,10
24311,43,15,60,6,2,40,2,1,14860,60,60
24312,41,11,29,6,2,39,2,1,14860,40,40
24330,22,1,75,1,1,43,1,1,14860,40,40
24346,4,19,52,1,1,33,1,1,14860,42,42
24347,6,21,35,1,2,35,1,1,14860,40,40
24349,38,14,36,1,1,39,1,1,14860,36,36
24350,38,17,37,1,2,39,1,2,14860,2,2
24353,48,11,51,4,2,43,1,2,14860,-4,-4
24357,22,21,21,6,1,39,1,1,14860,-4,-4
24362,22,9,34,1,1,43,1,1,14860,40,40
24363,38,14,32,1,2,40,1,1,14860,40,40
24366,22,16,49,1,2,39,1,1,14860,65,65
24369,48,15,35,6,2,43,1,2,14860,30,30
24370,43,15,60,6,2,33,1,2,14860,20,20
24374,43,15,25,6,2,42,1,2,14860,20,20
24386,40,9,28,6,2,43,1,1,25540,40,40
24395,38,14,32,1,1,33,1,1,14860,40,40
24401,50,14,40,1,1,39,1,1,14860,40,40
24402,50,14,32,1,2,43,1,2,14860,30,30
24404,4,19,26,6,1,43,1,1,14860,40,40
24406,47,22,37,6,1,38,1,1,14860,50,50
24465,36,1,45,1,2,44,1,1,14860,40,40
24466,40,8,38,1,1,46,1,1,14860,40,40
24486,14,16,70,1,1,39,1,1,25540,50,50
24487,33,14,70,1,2,39,1,1,25540,40,40
24516,36,2,26,5,1,43,4,1,25540,40,40
24517,22,10,26,5,1,46,4,1,25540,40,40
24522,32,2,52,1,2,43,1,1,14860,35,35
24523,46,1,52,1,1,43,1,1,14860,55,55
24524,42,15,21,6,1,43,1,1,14860,40,40
24526,40,8,22,6,1,43,1,1,14860,50,50
24539,46,13,58,1,2,34,1,1,25540,40,40
24544,22,17,46,3,2,33,1,1,25540,40,40
24547,42,11,20,6,2,41,2,2,14860,32,32
24549,22,16,37,4,2,40,2,1,14860,40,40
24557,40,20,65,1,1,40,1,1,25540,40,40
24565,44,1,67,1,1,43,1,1,14860,60,60
24566,44,17,62,1,2,43,1,1,14860,40,40
24578,40,1,46,1,2,40,1,1,25540,35,35
24579,40,12,44,1,1,40,1,1,25540,40,40
24593,51,12,61,1,1,43,1,1,14860,42,42
24607,42,11,26,6,2,41,1,1,14860,40,40
24620,43,15,72,2,2,33,1,2,14860,30,30
24621,10,17,62,1,2,41,1,1,14860,40,40
24623,42,10,66,4,2,40,10,1,25540,37,37
27596,42,3,55,6,1,43,1,1,47900,85,85
27597,42,3,60,2,1,43,1,1,47900,85,85
27598,34,1,33,2,2,43,1,1,47900,40,40
27599,44,9,41,6,1,43,4,1,47900,45,45
27612,38,14,56,5,2,38,1,2,47900,30,30
27615,38,14,27,2,1,38,1,1,47900,40,40
27616,42,3,50,1,1,43,1,1,47900,45,45
27620,51,7,41,1,2,45,1,1,47900,45,45
27621,51,7,49,1,1,45,1,1,47900,40,40
27623,34,1,30,1,2,43,1,1,47900,40,40
27625,51,1,64,3,2,45,1,1,47900,45,45
27629,23,22,55,6,1,39,2,1,47900,40,40
27630,40,17,59,3,2,42,2,1,47900,40,40
27631,36,1,32,1,2,43,1,1,47900,45,45
27632,34,1,33,1,1,43,1,1,47900,40,40
27636,49,1,54,1,1,46,1,1,47900,50,50
27640,51,3,49,6,1,44,1,1,47900,40,40
27642,51,3,29,6,1,44,1,1,47900,40,40
27643,51,3,29,6,2,44,1,1,47900,40,40
27644,36,7,29,6,2,45,1,1,47900,60,60
27650,38,14,58,6,1,39,2,2,47900,10,10
27651,46,13,50,6,2,34,1,1,47900,-4,-4
27652,46,13,27,6,1,34,1,1,47900,40,40
27653,46,13,32,6,2,46,1,1,47900,40,40
27654,47,22,54,6,1,45,1,1,47900,40,40
27665,49,6,23,6,2,44,1,1,47900,40,40
27666,40,2,24,6,2,43,1,1,47900,40,40
27668,36,7,42,4,1,45,1,1,47900,50,50
27669,36,7,48,2,1,45,1,1,47900,45,45
27670,36,2,28,6,1,44,1,1,47900,60,60
27671,36,1,27,6,1,43,1,1,47900,40,40
27672,49,1,32,6,2,43,1,1,47900,40,40
27674,41,10,28,6,2,45,1,1,47900,40,40
27677,36,2,47,6,2,44,1,1,47900,-4,-4
27678,46,13,64,1,1,35,4,1,47900,35,35
27685,36,2,36,2,1,44,1,1,47900,50,50
27686,40,2,22,6,1,43,2,1,47900,40,40
27687,49,3,34,6,1,44,1,1,47900,40,40
27691,36,2,31,1,1,44,1,1,47900,40,40
27692,36,9,31,1,2,43,1,1,47900,40,40
27695,22,16,54,5,1,39,2,1,47900,40,40
27696,51,2,34,6,2,46,4,1,47900,40,40
27698,36,2,35,1,1,44,1,2,47900,20,20
27699,51,5,34,1,2,44,1,1,47900,40,40
27700,36,3,28,6,1,43,1,1,47900,55,55
27704,36,2,75,4,2,44,1,2,47900,20,20
27705,49,1,47,4,1,44,1,1,47900,43,43
27706,36,7,46,6,2,45,1,1,47900,50,50
27708,40,8,37,2,2,46,1,1,47900,45,45
27709,43,15,30,6,2,39,1,2,47900,30,30
27714,51,9,28,6,2,45,1,1,47900,41,41
27715,51,7,28,6,2,45,1,1,47900,40,40
27721,38,14,40,1,1,31,1,1,47900,40,40
27722,22,17,35,1,2,33,1,1,47900,40,40
27724,4,19,20,6,1,39,1,1,47900,40,40
27726,43,8,67,3,2,40,2,1,47900,40,40
27743,49,1,28,6,2,44,1,1,47900,40,40
27748,36,7,62,1,1,45,1,1,47900,45,45
27749,51,7,52,1,2,45,1,1,47900,45,45
27752,33,17,62,1,2,41,2,1,47900,40,40
27753,4,1,68,1,1,44,2,1,47900,60,60
27761,43,8,63,6,2,39,2,1,47900,40,40
27765,51,6,30,6,2,45,1,1,47900,40,40
27766,36,1,31,6,1,43,1,1,47900,40,40
27768,42,10,60,1,1,45,1,2,47900,32,32
27770,51,5,31,6,1,43,1,1,47900,47,47
27771,36,3,29,6,2,44,1,1,47900,40,40
27774,51,21,18,6,1,37,2,2,47900,20,20
27776,43,15,23,6,2,39,2,1,47900,35,35
27778,43,17,55,6,1,43,1,2,47900,25,25
27781,40,1,30,6,1,44,1,1,47900,40,40
27782,49,1,29,6,2,43,1,1,47900,40,40
27783,29,1,31,6,1,43,1,1,47900,40,40
27786,49,1,28,6,2,44,1,1,47900,40,40
27787,41,1,46,3,1,39,1,1,47900,80,80
27791,49,14,52,6,1,39,2,1,47900,35,35
27797,42,11,40,6,2,36,2,1,47900,40,40
27799,46,13,26,6,2,38,1,1,47900,40,40
27805,34,17,23,6,2,40,2,1,47900,40,40
27806,23,17,47,6,2,44,1,1,47900,40,40
27807,24,22,61,6,2,39,2,1,47900,40,40
27814,36,10,29,6,2,43,1,1,47900,40,40
27816,49,2,35,6,1,43,1,1,47900,40,40
27817,51,12,34,6,1,40,2,1,47900,40,40
27820,33,16,34,6,2,40,2,1,47900,60,60
27824,23,17,23,6,1,39,2,1,47900,40,40
27832,46,13,31,4,2,39,2,2,47900,30,30
27863,42,1,49,1,2,43,1,1,47900,40,40
27864,36,7,52,1,1,45,1,1,47900,50,50
27866,51,8,15,6,1,35,1,2,47900,25,25
27867,44,15,17,6,1,37,1,1,47900,35,35
27868,49,9,19,6,1,39,1,2,47900,10,10
27877,24,1,57,2,1,43,1,1,47900,70,70
27879,4,19,36,6,1,39,1,1,47900,40,40
27882,22,16,44,1,2,42,1,1,47900,40,40
27883,4,19,47,1,1,39,1,1,47900,40,40
27890,43,1,28,6,2,43,1,1,47900,40,40
27891,32,2,29,6,1,43,1,1,47900,40,40
27892,36,7,29,6,2,43,1,1,47900,40,40
27897,14,17,23,6,2,39,2,1,47900,40,40
27900,51,17,27,6,1,40,2,1,47900,40,40
27902,36,4,34,1,1,43,1,1,47900,40,40
27903,36,2,35,1,2,44,1,1,47900,40,40
27905,36,1,26,6,2,43,1,1,47900,40,40
27906,33,17,26,6,2,43,4,1,47900,40,40
27907,51,1,47,6,2,43,1,1,47900,40,40
27912,51,17,69,1,1,44,1,1,47900,50,50
27915,38,14,66,1,2,32,1,1,47900,40,40
27916,4,19,24,6,1,37,1,1,47900,40,40
27917,22,16,26,6,2,39,1,1,47900,40,40
27918,38,14,33,6,1,39,1,1,47900,40,40
27921,43,15,29,6,2,43,1,1,47900,40,40
27923,51,7,52,6,2,45,4,1,47900,-4,-4
27935,35,7,34,6,1,45,1,1,47900,70,70
27938,40,19,53,1,1,39,2,1,47900,40,40
27939,41,11,46,1,2,40,2,1,47900,40,40
27946,34,1,51,6,1,43,1,1,47900,40,40
27947,49,1,51,2,1,43,1,1,47900,40,40
27949,4,4,34,6,1,44,1,1,47900,45,45
27952,41,10,37,1,2,45,1,1,47900,80,80
27953,41,10,35,1,1,46,1,1,47900,80,80
27955,41,10,28,6,2,46,1,1,47900,80,80
27958,46,1,39,6,2,43,2,1,47900,60,60
27964,51,5,38,1,1,45,2,1,47900,40,40
27967,51,5,46,4,1,46,2,1,47900,40,40
27968,44,9,39,2,1,43,2,2,47900,30,30
27969,32,2,37,6,1,43,4,1,47900,40,40
27970,32,1,36,6,1,44,1,1,47900,40,40
27972,40,2,65,4,2,45,2,1,47900,50,50
27973,33,17,32,6,2,40,2,1,47900,40,40
27979,34,17,29,5,2,40,2,1,47900,40,40
27981,32,16,30,6,1,43,1,2,47900,20,20
27983,36,3,29,6,1,43,1,1,47900,50,50
27986,38,9,43,6,1,43,1,1,47900,46,46
27987,36,1,40,6,2,43,1,1,47900,40,40
27990,44,15,27,6,2,44,6,1,47900,45,45
27991,36,1,33,6,2,43,1,1,47900,45,45
27993,4,1,44,1,1,35,1,1,47900,40,40
27994,46,16,36,1,2,34,1,1,47900,40,40
27996,46,13,21,6,2,40,1,2,47900,20,20
27997,46,16,66,5,2,33,1,2,47900,25,25
27999,42,17,26,6,2,39,1,1,47900,40,40
28000,46,13,38,5,2,39,1,1,47900,40,40
28008,36,1,28,6,1,43,1,1,47900,40,40
28013,13,1,65,1,2,45,2,1,47900,40,40
28017,45,1,41,4,2,43,4,1,47900,47,47
28020,43,8,65,1,2,44,2,1,47900,40,40
28023,40,8,50,1,2,40,2,1,47900,35,35
28024,51,12,52,1,1,39,2,1,47900,40,40
28027,51,1,37,1,1,43,1,1,47900,55,55
28028,40,8,36,1,2,43,1,2,47900,32,32
28030,51,1,49,6,2,43,1,1,47900,50,50
28034,4,1,45,1,1,44,1,1,47900,50,50
28046,23,22,30,1,1,39,2,1,47900,40,40
28049,44,15,44,6,2,44,1,1,47900,40,40
28050,36,7,42,6,1,45,1,2,47900,30,30
28051,36,7,85,1,1,45,2,1,47900,-4,-4
28053,47,22,54,6,1,39,2,1,47900,40,40
28056,49,6,28,6,1,43,2,1,47900,40,40
28057,32,2,27,6,2,43,2,1,47900,40,40
28060,36,7,55,6,1,44,1,1,47900,40,40
28064,51,2,33,1,1,45,1,1,47900,40,40
28065,51,9,32,1,2,45,1,1,47900,40,40
28067,49,2,22,6,1,43,1,1,47900,40,40
28070,51,1,52,4,1,44,1,1,47900,40,40
28071,49,7,47,2,1,45,1,1,47900,40,40
28073,36,2,36,6,2,44,1,1,47900,45,45
28074,36,9,35,4,1,44,1,1,47900,40,40
28075,22,10,32,6,1,46,1,1,47900,40,40
28080,51,1,30,6,2,44,1,1,47900,40,40
28081,36,7,28,6,2,45,1,1,47900,50,50
28082,44,15,58,6,2,43,1,1,47900,-4,-4
28085,51,21,40,6,1,39,1,1,47900,40,40
28086,43,10,24,6,2,44,1,1,47900,40,40
28087,36,9,55,4,1,44,1,1,47900,45,45
28089,36,17,59,1,2,43,1,1,47900,40,40
28090,36,4,61,1,1,43,1,2,47900,10,10
28093,41,14,59,6,2,39,2,1,47900,40,40
28096,36,1,44,6,2,44,1,1,47900,40,40
28100,36,1,33,1,1,43,2,1,47900,45,45
28108,51,1,46,1,1,46,1,1,47900,60,60
28112,40,17,79,6,1,46,1,1,47900,40,40
28115,51,7,33,1,1,45,1,1,47900,50,50
28116,36,7,31,1,2,45,1,1,47900,70,70
28117,40,8,31,1,1,44,1,1,47900,40,40
28119,32,1,36,6,1,45,1,1,47900,40,40
28130,22,2,64,4,2,44,1,1,47900,50,50
28131,50,15,24,6,2,43,1,2,47900,27,27
28132,38,17,33,4,1,44,1,1,47900,60,60
28134,51,7,28,6,1,43,1,1,47900,40,40
28135,36,9,54,6,1,44,1,1,47900,50,50
28136,36,9,25,6,1,43,1,1,47900,40,40
28145,39,17,71,1,2,39,2,2,47900,30,30
28146,51,5,55,4,1,46,1,1,47900,40,40
